"(Não Modificar) Análise do Imóvel","(Não Modificar) Soma de Verificação da Linha","(Não Modificar) Data de Modificação","Proposta","Data de Modificação","Considerar na Garantia","Valor Médio de Mercado","Valor do M2 de Mercado","Valor Médio de Venda Forçada","Valor do M2 de Venda Forçada","Quantidade de Amostras","Mensagem"
"b89b5a40-ac3b-ea11-a812-000d3ac0a0b3","jMP/KEgmIx1SSX7YtGY2S+iF9XEa9Fn5eiAAgQMk8fRZS+RuapxoVBzEWwwK9pQt8FV3lp2WZxz1ny0J8ic7kw==",20/01/20 17:42,"PRO-03547-B4G7N1",20/01/20 14:42,"Sim","1200000,00","1200,00","1200000,00","1200,00",0,
"2acd625a-b03b-ea11-a812-000d3ac0a0b3","V1mGGaGkzzhTY7KwnyNcR9jZL+sVpA7KBPCEaDzZJ5v3BnMuJrX0jHzCMfWoH76BLsmrUoaMMqW6CrpPwFY8QA==",20/01/20 18:46,"PRO-03759-P0T7G8",20/01/20 15:46,"Sim","686311,60","2105,25","686311,60","2105,25",5,
"7df8686f-b93b-ea11-a812-000d3ac0a0b3","FTBT/lx2tSLb5pfN3qMnMQYiIVcmRlO6ek/qK3LaS4uI5ZpNz1jBSz0T/27R7VSnKP6AO9E79x5SHfn8i2i/dg==",20/01/20 19:17,"PRO-03327-X4S8N9",20/01/20 16:17,"Sim","450000,00","3600,00","450000,00","3600,00",0,
"0de76f7a-be3b-ea11-a812-000d3ac0a0b3","zaSdduCbPnEOnhsF31lH17tu8JFhYp5UOgKh5KldRx0n2+z6dep+Iui0AcwV0qnuhEkk9o21yl/OCjL+8yioMA==",21/03/20 12:35,"PRO-03000-L6C6M2",21/03/20 09:35,"Sim","1300000,00","11460,81","1300000,00","11460,81",0,
"751d849c-783c-ea11-a812-000d3ac0a0b3","xgxszukP9ZNdzBUO3zkHzpJee/fwEWp8E5+Ap5CbcBRA8QdffbMqRw2wclBC8Jc87CmdrqMlNePJG/eivWvKaA==",31/03/20 13:19,"PRO-03018-N7C4T7",31/03/20 10:19,"Sim","645000,00","7120,78","645000,00","7120,78",5,
"41517fb4-783c-ea11-a812-000d3ac0a0b3","qhn6J10aS1KKwAdMP2mY8ZCwpsyTid6WQiPlMqfzOy7JsIA7MaAH+6Oy+z3r1fX4uAcRIpXJnDm108OwMRiL6A==",06/02/20 13:16,"PRO-03762-S3D8R0",06/02/20 10:16,"Sim","683923,08","6538,46","683923,08","6538,46",4,
"e88e29aa-7d3c-ea11-a812-000d3ac0a0b3","sfVvjoI04Xjd2WSWIKrIC0PhneXRcfQmkyiSjZgC94wUZ7sfH0Gvp4cE6YDskbWGoMGBGuPWhZokVTPMcaBH6A==",24/01/20 14:25,"PRO-03156-J4K7T3",24/01/20 11:25,"Sim","358616,00","3548,55","358616,00","3548,55",4,
"6ae555dd-8f3c-ea11-a812-000d3ac0a0b3","Plf6Z98UP0TnqiATiEVbDJ8cSm60bkIX2rSbw9C2Aw+0y5URXFQrGCIUdMnTuRZfqOPQu2P1mvIzdFll0mB06A==",22/01/20 17:09,"PRO-03426-J0Y3R4",22/01/20 14:09,"Sim","668612,50","6953,13","668612,50","6953,13",0,
"f70ba68e-213d-ea11-a812-000d3ac0a0b3","DEL1F89ZMpX4ljQF3iVVGNh9O+FKO/Itr5IfNaFDvFBxQ3+BBCg/AcFDRoGEzUBWgyyrM2Ibv8/uXFJFX9CZJA==",10/02/20 12:37,"PRO-03139-B1X5K6",10/02/20 09:37,"Sim","1430543,26","4152,16","1430543,26","4152,16",6,
"294f7995-523d-ea11-a812-000d3ac0a0b3","jzC1MRUcrkZnF5m15hlBsxKHgTM0Wzbg3tzSmAiWYYrEuAIP6IlFurAHmAnXOUC4Pb3p0kZHymJlrGx5q3xwYw==",02/03/20 13:46,"PRO-03628-G8B3F0",02/03/20 10:46,"Sim","1453100,29","3329,29","1453100,29","3329,29",5,
"96a680a7-023e-ea11-a812-000d3ac0a0b3","zLiaWF+5UFaBp1tKsc1+TlOA1+vcgGhCOR4qM0PxUNmtd35rUEDtNuSxV0lzD0MjMHNPUK+vzZhvYVxWKwIz9A==",10/03/20 20:05,"PRO-03882-D9J3F3",10/03/20 17:05,"Sim","8236445,40","6711,03","8236445,40","6711,03",4,
"97a8a3f8-083e-ea11-a812-000d3ac0a0b3","WrofH0Yn4mDZ54xjiD9Z7NtwrGeLVLL1mkoVN36fzBKRN5ve0sCHPYUYbBC4cIAtp9yOMXsE8Kk6fSokERAC3w==",02/03/20 13:46,"PRO-03628-G8B3F0",02/03/20 10:46,"Sim","2465000,00","6162,50","2465000,00","6162,50",3,
"fa9b5ef0-123e-ea11-a812-000d3ac0a0b3","LM7RbD4mUaQVQZ+/Wq8lg6D+uPaVK+i9x4Z7wk7QXeL2KOJhvAVgigEPwFHRsz3og2GH/fXololKIqWhZ20kFg==",03/02/20 14:07,"PRO-03963-W4K6Z6",03/02/20 11:07,"Sim","272077,71","3886,82","272077,71","3886,82",4,
"9018f99e-1d3e-ea11-a812-000d3ac0a0b3","DZqNZOstYu7kYfT06MrXDoBQhGxEzO9pVop2CEw3EAK62QFP/xH7CYHq/GDEcwASUhSJZXCqAqruqEL56CNSvw==",28/01/20 21:27,"PRO-03929-G8Q0K1",28/01/20 18:27,"Sim","6000000,00","12121,21","6000000,00","12121,21",5,
"499470ca-a03e-ea11-a812-000d3ac0a0b3","tbGG2FFQ+1H3MRQJmBnmdRtAAIijiCUGM22U1Kwvl5MIoBVdwy8mePhEGuwkBCRTT9fs+2+pby0CsrGgnezRAA==",10/02/20 16:35,"PRO-03989-N2Z7V8",10/02/20 13:35,"Não","1500000,00","3333,33","1500000,00","3333,33",,
"3b4ee2f3-d13e-ea11-a812-000d3ac0a0b3","ssPREzdk/zw2bbmEH5dQfvNgTJRGzp9Qj5hRQ9OR3Ye+2uJ/nSQyYVOoZeDnsApSo7OjG/2ermDHHR0Mn8VOBA==",27/01/20 22:38,"PRO-03422-T2G2F5",27/01/20 19:38,"Sim","11000000,00","9166,67","11000000,00","9166,67",,
"e721bd95-dd3e-ea11-a812-000d3ac0a0b3","zhr/hNiNPsnMDLh+aWRxdrcmiM6ZAU4udlaSFuSetozf0k75hf2F6gtxbCnbCEU5bgopttxGfRtRmFWNf9SmUQ==",27/01/20 14:11,"PRO-03135-P3W5K5",27/01/20 11:11,"Sim","501227,28","2893,92","501227,28","2893,92",4,
"5507ac3c-e33e-ea11-a812-000d3ac0a0b3","7kg8ZcasQhbvMwXhSiwaU+vCe1wV8Cbd4HO+aDQSbuPiQh3+VlFZJJDVk4PwlNc6lGTenmlChRo/YYWHt6GJWA==",13/02/20 14:21,"PRO-03928-Y1Q7V5",13/02/20 11:21,"Não","1000000,00","4255,32","1000000,00","4255,32",0,
"ffe21737-e53e-ea11-a812-000d3ac0a0b3","L2IH8GY8uReMPReezI6JyMSAFiP/5u/NXklXC6F4iVL7hWBTlGofyKwgKxs6Xervq8Z0a4DqMO0x0B2icq+fkg==",19/03/20 20:29,"PRO-03977-Y2R2K9",19/03/20 17:29,"Sim","925731,47","5881,39","925731,47","5881,39",9,
"1dcd1d91-e63e-ea11-a812-000d3ac0a0b3","XNQY/6isa2k6oNnQ+1E+a7zujlJS+q7lqkItJ2Tt1LCT7yylv5yMTlPXiJOXOAQV/USnlzMPCGo/sja2o0rp4w==",10/02/20 16:50,"PRO-03967-D3V4J1",10/02/20 13:50,"Não","450000,00","2694,61","450000,00","2694,61",0,
"1fe1d32e-ea3e-ea11-a812-000d3ac0a0b3","2H3yvW8jE4T1Aj9JfV8diLnWRW+1OQdp/wcJh9uHsMDvqIIh8DsNJv2UspofFTmPgtdMbEM3RAYpxxd2q/xVpQ==",11/02/20 14:32,"PRO-03997-L1G4Q3",11/02/20 11:32,"Não","4000000,00","11730,21","4000000,00","11730,21",0,
"f61dc928-0d41-ea11-a812-000d3ac0a0b3","Od5WlejJI9SCnuhmQPNDOO/Q1DzfKsNa+6pj0et2+NzyGOck3UHEvkRBB7UMczGEXJQhElte5wff/lk1/2N+LA==",31/01/20 13:11,"PRO-04043-H0V4J5",31/01/20 10:11,"Não","3995000,00","9355,97","3995000,00","9355,97",4,
"8a8b4b90-2041-ea11-a812-000d3ac0a0b3","rrTuT48z9+GljDwLt8b48S49/aHXpPD5A8YFg7ia4ciB+ZxU6Z4Ob8s1cPB/0COvnFRD4wHL17wyuvWMH8Y0PQ==",24/03/20 16:17,"PRO-03996-X4T5N0",24/03/20 13:17,"Sim","586147,51","3430,97","586147,51","3430,97",4,
"98f22ec3-fa41-ea11-a812-000d3ac0a0b3","W3XxFkILSHhyvH8tC18AANpen4XsOz62pRpvy1rXu16eAuyhbshAQL2nv2+m/cTW2+ZPpSZTr01lirp8WwOMCw==",05/02/20 14:41,"PRO-03980-J9X4V5",05/02/20 11:41,"Sim","204706,15","3923,08","204706,15","3923,08",5,
"363bd88a-a342-ea11-a812-000d3ac0a0b3","qkcETGw9pQNjvI//KSAFQ5cjga8wSzs9Vqo4iyRtnJi0kt+52HkU0g9q4s+ry3KnGVITDrRGtPRei7X8BkiFsg==",06/02/20 21:44,"PRO-04064-H0H9W7",06/02/20 18:44,"Não","2100382,51","8825,14","2100382,51","8825,14",6,
"512198e2-c042-ea11-a812-000d3ac0a0b3","E8fBSORij4csYFVEDBTuJJiK2rpY4PZQouwa4Pg5iy12/SpEUTYEw+IHzAMqD5BYoQ2y67zm1/YUXD1vOys5Mg==",10/02/20 16:44,"PRO-04151-G6Z4K3",10/02/20 13:44,"Sim","2137750,00","8873,65","2137750,00","8873,65",4,
"b5ef7ae9-9143-ea11-a812-000d3ac0a0b3","sIv3n5F6Y1wN5ywaFyOyQGvIFa/RPt12kzLuwGgfISyCA8oKAWUci0LBTD6bCFqfNZdPC+PaUxtB+kHX1y53fw==",24/03/20 12:07,"PRO-03946-V4Z5B8",24/03/20 09:07,"Sim","355827,00","5100,00","355827,00","5100,00",7,
"e1481730-2c44-ea11-a812-000d3ac0a0b3","n/Q0sE/fUXIMA76zVAxtn1a3ALWU67Mj7JvKnGDgBJXlvsLaownW/PSpU4HkU6incri0+zjZE2i8KU1Kj7AcIA==",31/01/20 13:18,"PRO-03676-L2B9Y6",31/01/20 10:18,"Sim","257684,06","2112,86","257684,06","2112,86",4,
"d6fb6b1a-a946-ea11-a812-000d3ac0a0b3","D43MXozh9jy3LSIytragMsa5LfGfcz0avpqvv2R1iQHMvW7RYRBYuDRec8rSOkzpzaxovJQoKMzuNJITNteVJg==",31/03/20 17:22,"PRO-04349-F0R1M5",31/03/20 14:22,"Não","474100,25","2762,50","474100,25","2762,50",6,
"be168cd6-c946-ea11-a812-000d3ac0a0b3","UIcCFcxqwhwCPjB0icONI2HwwnpMNGppoXrus98ZLQzO28EfFzCIBA6mdeMcxYs0opnIYzJBsn6mum8lACFJmw==",05/02/20 13:23,"PRO-04330-N6M1P0",05/02/20 10:23,"Sim","360671,19","6101,69","360671,19","6101,69",5,
"144b0602-cd46-ea11-a812-000d3ac0a0b3","32RVEagtJxZdI+tHmba0epMSwiHG8q6pKkqkDW7vlo+qyYeoHZ1qlzhT6zaWaX/F2izxOEx6LH45MGrNOHWVug==",05/03/20 19:19,"PRO-04459-Z4W5P7",05/03/20 16:19,"Não","2500000,00","7788,16","2500000,00","7788,16",0,
"2b1d709e-cd46-ea11-a812-000d3ac0a0b3","ZUmiDFn/nRpCS4hqn8TLbsOearhvTW5t8Z4/r+9fiEudU3AMPCabS8JW5Q9fqctGsG+ufxjXB19YbG/wX+4Ofg==",03/02/20 21:39,"PRO-04469-L0K8Y4",03/02/20 18:39,"Sim","330000,00","5418,72","330000,00","5418,72",0,
"c7e40a7d-ce46-ea11-a812-000d3ac0a0b3","lcwvYDGO8hi6zeI9grlvAmuFxl2G0sdpv2TiStkeZ3JAcs0K4ByTVujgIVdUNXJwmFZaiqw9prL9IlJUL5tTXA==",17/02/20 18:16,"PRO-03972-T0V2M3",17/02/20 15:16,"Não","350000,00","2963,84","350000,00","2963,84",0,
"a02b1fa1-ce46-ea11-a812-000d3ac0a0b3","mbbKa2muYpu3sAMCp4LEKVBnncYvkM5a2cudRnTYFRNq17TSWGNvdAkrXwEMiIt4v71nraHY+hRVWwcRHaaMJw==",16/03/20 18:22,"PRO-02870-D9P9Q4",16/03/20 15:22,"Sim","1,00","0,01","1,00","0,01",0,
"953f09bf-ce46-ea11-a812-000d3ac0a0b3","ktNerwAT4bxsTiQQRUxgszqp5fcfM04hBdeYgd644ubfCl1t7HrKPsw5GO2FfsHXEXD35pxY+FSmucj397C1Mw==",16/03/20 18:22,"PRO-02870-D9P9Q4",16/03/20 15:22,"Sim","1,00","0,01","1,00","0,01",0,
"405b38dd-ce46-ea11-a812-000d3ac0a0b3","3BQz/zoI7yJeP32ENKiAz2g1/nKt5Z0fyjUnA8a5Pe0Xo6k2ZzuSRZSmyYvDVLc31vsyHvrsDsYAnHFU4oQKOg==",16/03/20 18:22,"PRO-02870-D9P9Q4",16/03/20 15:22,"Sim","1,00","0,02","1,00","0,02",0,
"407110a6-8a47-ea11-a812-000d3ac0a0b3","2gsqwKHKNf7U1Z1/9nqB45z85uY2aYbkyGTZGU+TI+XNv9gt4tKi2CLbF64I102kinSY1KTHWstoKo101l6f8A==",05/02/20 14:00,"PRO-04312-W7J5B3",05/02/20 11:00,"Sim","830326,94","6216,42","830326,94","6216,42",5,
"7f1aecfe-9147-ea11-a812-000d3ac0a0b3","yTezNI14qR30YK6xOwXOg/uu1AQzchRiP9yeBiCnicumjpReI55N8m8OVe3COg62GPh3dLQHdVh8lmpDp3v/EQ==",07/02/20 17:53,"PRO-04487-T3W0K9",07/02/20 14:53,"Sim","410479,17","11215,28","410479,17","11215,28",6,
"7aee50de-a047-ea11-a812-000d3ac0a0b3","nn7hfJg23hp28WhGjfGJ5iXWrnq1iXEVBhnx/8Q45J5d7UQS/L24wJ8YVwl5erWrVUoEru+c11Q9viHe7dyfQw==",05/03/20 19:19,"PRO-04459-Z4W5P7",05/03/20 16:19,"Não","1452490,24","4524,89","1452490,24","4524,89",5,
"3b46a4c2-3248-ea11-a812-000d3ac0a0b3","t6SA+iJ6JELzi8siXrSsL7z7U1uIWMkks1078qAI4hvehYR8t4jr40V83pf7/GkVvQLLMiOsFApOmczglsurfg==",11/02/20 16:18,"PRO-04497-X0D6D0",11/02/20 13:18,"Sim","2831679,38","4368,06","2831679,38","4368,06",5,
"4280d74f-ed48-ea11-a812-000d3ac0a0b3","KXkKeEmqKARmth6WZmm0XQVbPhE1Yp+xThk8iRxWHJTtuABeWeN8FNMqWd8+8D3JmGLlh7NvTCIR3R692y3uvA==",10/02/20 17:47,"PRO-04491-Z0L2Y7",10/02/20 14:47,"Sim","543640,88","6757,50","543640,88","6757,50",6,
"fbaf2610-0349-ea11-a812-000d3ac0a0b3","6wgPW0HWpQsxIOMWyY4+Bc/o9tqBKUpUL4uaK8jx64dMlnS4dEjI0SYH82FYnJr5gkVtggp99MWBTtSZSeWq6A==",02/03/20 13:46,"PRO-03628-G8B3F0",02/03/20 10:46,"Sim","1285000,00","3911,01","1285000,00","3911,01",5,
"e65e7ecc-0c49-ea11-a812-000d3ac0a0b3","DFxcgdUAvQPSVYra3CXRXr1GDR2Qt4TPOiacFwSAGEVVtzkgKgGcoduzuE6/HJ1W6vXxHavfqNCQHCVCIoUAIQ==",02/03/20 13:46,"PRO-03628-G8B3F0",02/03/20 10:46,"Sim","570000,00","4045,71","570000,00","4045,71",4,
"3cdd1e3f-8f4e-ea11-a812-000d3ac0a0b3","hx82wMQ+opVEbNLVOp2CJdoJZFYVdfK0fhzxtn7IIUHiSy0ZYQrZgaKDX5J8FyFseAfdhtqgt8xi2Vcw2awnMg==",27/02/20 13:55,"PRO-04759-F1N2Y8",27/02/20 10:55,"Não","1081506,00","4692,00","1081506,00","4692,00",5,
"19fb78f0-3a53-ea11-a812-000d3ac0a0b3","hjGfKTWOfZL1n6h3YXH+eqWtwegJMymwwRvPtrwJboWa+sgm6Ya3kygkt0QEExPjmP1aZdaXrT0xOr5YiTvCWA==",27/02/20 19:43,"PRO-04944-K0B2T6",27/02/20 16:43,"Sim","457810,00","3400,00","457810,00","3400,00",4,
"ea4f19cc-4253-ea11-a812-000d3ac0a0b3","e9Cv15WhRn72Zu2y/3BUfqwj1LOCwoCKSqlY/+cI4S0tfibPreAWwNDfdPi+kmfWFZkU+ZgcWMsMgroB1kg2FA==",31/03/20 11:54,"PRO-04934-B6T6F8",31/03/20 08:54,"Sim","576300,00","6800,00","576300,00","6800,00",2,
"344ca727-3e69-ea11-a812-000d3ac0a0b3","cZLvMStQqqp+7T1PBJPwU7rV3BmoqqJxDIqp5H6G9lQuRA9kdELs9Qgj6pHrQ/tWLpqOwIRTsTr/gNifb65G/g==",18/03/20 17:30,"PRO-05369-T9W0B8",18/03/20 14:30,"Sim","185035,98","3219,70","185035,98","3219,70",3,
"0f56fc64-e069-ea11-a812-000d3ac0a0b3","MeldM/MY5cKErJUXnujerxzE3DfhzcfI6212GVUUQggccOtdZnhn0SMRYVPiRtZv2ut+SzYu/WTcLisYMfEHHQ==",19/03/20 12:52,"PRO-05417-D3B8P2",19/03/20 09:52,"Sim","1457088,89","6611,11","1457088,89","6611,11",6,
"c117c07f-ea69-ea11-a812-000d3ac0a0b3","EyNvIFGDQCJfEbo+TIToE+I3KesGFyBSvw5KU0sdxg8giM0EoHyB5LAzBt05Jd7lwIXpL/ZRsHcsZDs7ol3t2Q==",26/03/20 18:16,"PRO-05496-P3H9B2",26/03/20 15:16,"Sim","497888,55","5567,98","497888,55","5567,98",5,
"aad1077a-ef69-ea11-a812-000d3ac0a0b3","G3pYVcgiR8436IwcqUVDbK4mW2SdDv71z1sEcRQAbwH2+sCQCfBg3BuIiuGv6loGbApFvVRsgl0oMuUJNUlvug==",26/03/20 12:31,"PRO-05459-K8W2C8",26/03/20 09:31,"Não","500480,00","5440,00","500480,00","5440,00",4,
"0ffc000e-146a-ea11-a812-000d3ac0a0b3","+5SSW5QRlVU6qFWWhm7SYY0HExaXkdJh/lMgC1lB+zsrB+4EiI7w1KImBzE9zd75VWPeySn+kpja67Wubc+4/A==",30/03/20 21:32,"PRO-05438-Q6M7T6",30/03/20 18:32,"Não","412566,11","1872,32","412566,11","1872,32",5,
"4b41eb6b-196a-ea11-a812-000d3ac0a0b3","hdVhQMq54VlnkJTnWRPId3JkyuG8pnJGBhMlzpia3Ql1YrFhVvBNxOdTig6isurdS6yM9Qb4h4qk3mw6P2Sb+Q==",19/03/20 20:13,"PRO-05529-N2F0K4",19/03/20 17:13,"Sim","500000,00","2500,00","500000,00","2500,00",10,
"525c810b-276a-ea11-a812-000d3ac0a0b3","frB6dGNFCh1zQLIhiQD2mrw6nC1kKKh2HbqoZV6nHn0MxLcg34k4OdXHjWC9iPgaxzikHrxrPbaDxHAdh/RQyg==",31/03/20 17:31,"PRO-05468-F3C2X4",31/03/20 14:31,"Sim","391000,00","5750,00","391000,00","5750,00",5,
"d1457d24-296a-ea11-a812-000d3ac0a0b3","J5Xpx4uwQCdxLIC5OUSQhAJUW71N4tFuSA7/aIx21IV8AC1YEIXCAQSU5Lz7x4WAFrfoQNYD2/EuAvbW9Zlicw==",01/04/20 19:42,"PRO-03874-N1H8W7",01/04/20 16:42,"Não","397751,84","3068,36","397751,84","3068,36",1,
"acdc5a48-28f4-e911-a813-000d3ac0a0b3","BMcluG8dgoyGY3ejOV1e6xpD0aR/IzvmWAu7cX4gUNnnVUQNrF8SifuesGNYHUdauAHfEWJkZeRP0ABKEVGByw==",31/10/19 14:50,"PRO-02086-V9M4X4",31/10/19 11:50,"Sim","641889,70","3042,13","641889,70","3042,13",0,
"b5a9b684-28f4-e911-a813-000d3ac0a0b3","AiM0ehMt/OMqpj4RifCPaNfQBygEcWJJyBSQnv69Y0+wn0dupLy9KgFMvTuWm2gXmc2p+mi0ot2Jt2rqUE8ZMQ==",23/01/20 18:53,"PRO-01993-D5H0L7",23/01/20 15:53,"Sim","229500,00","3028,10","229500,00","3028,10",0,
"0b9f993f-29f4-e911-a813-000d3ac0a0b3","HdA2LuTk3jXkEHNXy0pNmf+1mWMxLrmfUgqIXkwLmIwGCDBZkc4QPAJSTdXc/4NizRxdE9y0tSzd8U1z+a5DlA==",03/11/19 19:32,"PRO-02084-M2X0L3",03/11/19 16:32,"Sim","1045500,00","8500,00","1045500,00","8500,00",0,
"ae9d7cd2-2af4-e911-a813-000d3ac0a0b3","uPZoYwFTeFgSbKiOpBjAQ3BWzswA1zkoLjZ+tEeWutmPjh9Sqte3JHbEmMaRx1XkSOzg335MFdlj0lFQJLpn3Q==",29/11/19 12:13,"PRO-02089-V4Y8S2",29/11/19 09:13,"Sim","175000,00","7000,00","175000,00","7000,00",0,
"f33c5046-2cf4-e911-a813-000d3ac0a0b3","uXZ9/p8trZIgDGjHk5CbsxMQ8v3ohCeLtN/sQkshvKAFkV7Y7Y8Sm5co8hyxOQtzhaDpPJK29BOTGSmMxnRA0Q==",05/11/19 22:28,"PRO-02082-R3W2Z9",05/11/19 19:28,"Sim","1859204,90","13216,78","1859204,90","13216,78",3,
"b2a1540e-32f4-e911-a813-000d3ac0a0b3","6WAkaB+A32UFmia/SceWeC4YveHR9z6LeQEgHgce4+5c227GMTTKl7YXgJf9awLEGBchyqk9PNSPHcxWOQhoQw==",05/11/19 22:28,"PRO-02082-R3W2Z9",05/11/19 19:28,"Sim","1187550,00","6300,00","1187550,00","6300,00",0,
"ff8f547f-3ff4-e911-a813-000d3ac0a0b3","oDTZ3kfAsoqNlrcUyPaG+xajsWzbL9zpXEtsABqF4hl8FNdm+n/Nl+WdOYNpwZ3O/iXuZ+AZL7LdbjepkCicqw==",26/11/19 22:50,"PRO-02000-C1Y8D3",26/11/19 19:50,"Sim","455000,00","4690,72","455000,00","4690,72",0,
"928df4ff-46f4-e911-a813-000d3ac0a0b3","CeGKpmOEebBCo20gh++FypAkKZR4MHW/+V8dCvJV6UZjUoNoS18zxxfWVeGGC0VXS8Tic7kwgJICc6GEylgxJQ==",08/11/19 16:59,"PRO-02103-N4S6P1",08/11/19 13:59,"Sim","328368,75","3458,33","328368,75","3458,33",3,
"a384df75-48f4-e911-a813-000d3ac0a0b3","wQ7hbTs/yXs44dE+5D3gpddQifthZ2F39WAucTyQOLIh3MIE1xLnDSndA1uokVITSXRJgxKjX6BSI3H8tI/qcQ==",24/10/19 19:10,"PRO-01837-R7L1D4",24/10/19 16:10,"Sim","375000,00","2400,77","375000,00","2400,77",0,
"2e4729f9-4ef4-e911-a813-000d3ac0a0b3","VcvUWzUqDEvjmusUILANE35tba7qeIIvE7snUn7xXlo3yKr5XG0ohitToMqj9R3dEPWbPF19ou3qg3cjUgp6Zg==",04/11/19 12:42,"PRO-02121-W7G1L5",04/11/19 09:42,"Sim","667250,00","4800,36","667250,00","4800,36",0,
"0dcc54e1-50f4-e911-a813-000d3ac0a0b3","sq++CjT7TGzdyd79iK7KXXNTd5r4/086hjT5vvOaYZTiTYjNp9t4gXUYUgnFDRdRSq9izTVFkSNKYNiQmU5oNQ==",14/11/19 14:06,"PRO-02129-H0N3F0",14/11/19 11:06,"Sim","1448249,74","2586,11","1448249,74","2586,11",0,
"4e40ac92-57f4-e911-a813-000d3ac0a0b3","1tK36pCxQyh4STTzFAAySNAAT+lf4XEWKHQWxXGA9Qlp3NzJkkL1gJWwTbGMgV13LQDAf8q5FLOh2SSZ0QJMsg==",04/11/19 12:44,"PRO-02130-K0G3P5",04/11/19 09:44,"Sim","335024,24","3045,67","335024,24","3045,67",0,
"7baaa4b2-6afa-e911-a813-000d3ac0a0b3","lDVn8Hq9aUGL6umVoj/KPaoGvMr6NxbNWfl5KAaYtDBfPgt0i2izgyJFx0aCFi5qe6Y0nqJAIBcCxCyXDcGzig==",12/11/19 23:52,"PRO-02004-N0B2K3",12/11/19 20:52,"Sim","229531,88","3187,50","229531,88","3187,50",5,
"9545f16f-70fa-e911-a813-000d3ac0a0b3","bzMbU47LHafB4rQavkTTF3IkEW0cht9YNIkudYrUqNlYbhgowLM4JzqEspVoLVMAkHi4UNdQ+7vZAu2RENw/2Q==",11/11/19 11:48,"PRO-02224-B8T6X7",11/11/19 08:48,"Sim","552406,49","3496,24","552406,49","3496,24",6,
"4bb752a3-71fa-e911-a813-000d3ac0a0b3","93AcelYE5x+tDolwDWMY63E53d8IyjiLU8Ur94xoqvdzU+q/g1TgVWmORRxBebABHvnMLOd6YQhjdlb/Thh8Ew==",22/01/20 17:36,"PRO-02245-W1F8Q1",22/01/20 14:36,"Sim","830000,00","4221,77","830000,00","4221,77",0,
"ecb0b7cc-81fa-e911-a813-000d3ac0a0b3","nuEeT8FX8+WVL1eB9MtI1SP35E23TU7gyQszd/yN9967RHwDyQ/P6h2POjxeuJGsGzoAbypvQ05r6Z45jRTeYg==",23/01/20 19:41,"PRO-02039-D9L3F7",23/01/20 16:41,"Sim","236384,39","4219,64","236384,39","4219,64",6,
"def511e2-9a31-ea11-a813-000d3ac0a0b3","/oszWR9ampuOJs48lphmG3I/zZW23hWL/bTsCJY0FCN0IBgUJbwD0wXsHTypKIuLx2u4SYhlaG0/Tvci7s6GPg==",09/01/20 12:20,"PRO-03157-R0T9S8",09/01/20 09:20,"Sim","676761,08","3403,89","676761,08","3403,89",,
"362d1972-1732-ea11-a813-000d3ac0a0b3","03UKmDwXSpEBYm1AXgCAmwmrTtsD3TcU+4UbhRiAwsK11Ns+3k6+AvNHUmU182XcdFCHcW5LzwWrGJDaXN6iQw==",09/01/20 18:33,"PRO-02900-C1K9Y5",09/01/20 15:33,"Sim","852597,22","5902,78","852597,22","5902,78",3,
"fb9e4d65-2232-ea11-a813-000d3ac0a0b3","n0E2xe6rexW2qnOG9RKL20eOo0EvuB5oO3EaweNSI+4utuGSggRtNFYo8I2gwYCy+A70+D1qNehfzHASUi7saw==",08/01/20 14:23,"PRO-03301-Z2Z4G5",08/01/20 11:23,"Sim","177310,00","2975,00","177310,00","2975,00",3,
"6785bed6-1c33-ea11-a813-000d3ac0a0b3","+GzGRNB6HdHaQCPZDWm73H3HrRdOfk8UBT0frjXK9CK3yEmQJ3VkAk4wI/8WjCjk3gVl/kPnXi8ZbfR5LoXXAw==",09/01/20 20:16,"PRO-03188-D2G1N8",09/01/20 17:16,"Sim","594917,71","4249,41","594917,71","4249,41",6,
"cd0ea794-d633-ea11-a813-000d3ac0a0b3","0yEfb/fP2kJ5svnUummzanf8eysTztsAKi2ErlvAjCoa4ZG7tkP8XljTDmviLhtkqTa8LqZIIXkkBIT3SwaM7w==",29/01/20 18:00,"PRO-03382-V6L9D3",29/01/20 15:00,"Sim","388343,75","4881,76","388343,75","4881,76",5,
"584d5c00-1236-ea11-a813-000d3ac0a0b3","YewFx14CXO0DuvAqE/WdSl0pClA4X3dL46Cyf3tLR4DkoZTU/Gj3bgBvzypOReLFQHz/PnC0qeMHpqTnFzvndw==",09/03/20 16:16,"PRO-03049-K8R5T1",09/03/20 13:16,"Sim","535583,96","3793,62","535583,96","3793,62",4,
"0eda60d6-2c36-ea11-a813-000d3ac0a0b3","2j5VbUMJMEKWcUSYiX2cIF8sUAqAO4SXBEiVNVfHDWmWAEsG31YDF28PPsUbaw6/KSRa4zR59FNq/eLp1gA6UA==",29/01/20 17:02,"PRO-03382-V6L9D3",29/01/20 14:02,"Sim","2010184,62","5884,62","2010184,62","5884,62",5,
"133b3e04-3536-ea11-a813-000d3ac0a0b3","3zmFhn6xfdXDgvgYhPIyqUCYSzNM+hNRK3XF4he+dDDs2a2ZxNTge6qkkwoFnIV+i7H7qFYX8I4J63+zTmNLuA==",24/03/20 12:05,"PRO-03353-K4V0G6",24/03/20 09:05,"Sim","420063,12","3322,76","420063,12","3322,76",4,
